Basin,Country,Year,GDP,Rural population growth,Urban population growth,Employment in agriculture,Unemployment,GDP per capital ,Energy use per capita,Freshwater withdrawals (agriculture),Internet,Food imports,Inflation,Electricity - hydroelectric,Population density,Energy imports,Government effectiveness,Political stability,SPEI,Mean Temperature,Precipitation,Conflict,is_missing__GDP,is_missing__Rural population growth,is_missing__Urban population growth,is_missing__Employment in agriculture,is_missing__Unemployment,is_missing__GDP per capital index,is_missing__Energy use per capita kg oil equivalent,is_missing__Annual freshwater withdrawals (agriculture),is_missing__Internet,is_missing__Food imports,is_missing__Inflation,is_missing__Electricity production from hydroelectric sources,is_missing__Population density,is_missing__Energy imports,is_missing__Government effectiveness,is_missing__Political stability,is_missing__SPEI,is_missing__Mean Temperature,is_missing__Perception
Jordan,Syrian,2000,-0.734488762,0.662642324,0.334084898,-0.301499865,0.772774647,0.469699945,-0.010158439,0.111444205,-1.0178328,1.085191864,-2.271061876,-0.322257969,-0.109717527,-1.2494223,-0.140604853,0.949683126,-1.029709031,0.152705955,-0.459727728,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aral Sea,Kyrgystan,1999,-1.95879967,0.705740708,-1.109405832,0.664675744,-1.193427316,-1.356781939,-0.761532161,0.808018191,-1.004825159,0.465511263,0.934568064,1.511762357,-1.168392807,0.855181795,-1.41477168,-1.347896914,1.476055935,-1.57584292,-0.049767749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Karnaphuli,Myanmar,2013,-0.222572692,-0.01694581,-0.738558967,0.677118251,-1.673516707,0.21365832,-1.298592951,0.21725587,-0.456056308,-0.340828148,-0.195511217,1.297107621,-0.25103752,-0.634344104,-0.772278241,-0.203478286,-1.029709031,1.158084655,1.902554788,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kura-Araks,Iran,2021,0.583633758,-1.03329881,-0.770115808,-1.162537853,0.721122179,1.206659751,1.581288024,0.613257578,1.373677787,1.952640346,1.078524302,-1.075285593,-0.544755263,-0.494022928,-0.077509155,-0.736956183,-1.337032414,-0.410167104,-0.899710106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Egypt,2023,0.598057802,0.500581856,-0.426030015,-1.005195899,0.36315344,-1.540486647,0.250629791,-0.855885066,1.337156101,1.283338758,0.857986663,0.991000757,-0.21949023,-0.130260151,0.645412143,0.125209327,-0.781289296,0.639194464,-2.148417049,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
Irrawaddy,Myanmar,1998,-1.215107317,0.232761978,-0.468791575,1.178628506,-1.672935582,0.242686506,-1.442970337,0.400680898,-1.131588815,-0.616878385,1.245072256,0.134163055,-0.361037128,-0.165982821,-0.416541669,-0.618666129,0.909034092,0.979004465,1.305227255,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Indus,India,1994,0.515263919,0.682183464,0.100584709,1.17157421,0.423957971,-0.365694036,-1.188542018,0.566267971,-1.130856117,-0.890126883,0.066242175,0.077763205,1.042881906,0.075075812,-0.908474252,0.967887315,-0.782598491,-0.591578645,0.382042271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Ili/ Kunes He,China,2003,1.21821651,-1.302269071,0.881741697,0.501649942,-0.260162738,1.203719369,0.199087731,-1.378839487,0.113815153,-1.515734782,-0.602645464,-0.214404812,0.260943077,-0.156445444,0.748044455,0.487291256,1.715566383,-1.534814746,-0.285138564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,China,2020,2.141792513,-1.910185472,-0.375293054,-0.762067252,-0.152955853,1.579909279,1.20290587,-1.550249741,1.320041887,-0.380902937,-0.455346532,-0.090147573,0.343638423,0.282063964,1.631758333,0.596886672,-0.110605075,-0.931533083,0.439625931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kura-Araks,Armenia,1983,1.565387034,-0.198828832,-0.923288058,-1.080709937,1.241535701,-0.444467352,1.176256459,-0.142908082,-1.131588815,0.484830548,-0.567223476,0.481052327,1.025695705,-0.812945107,0.724000204,0.513099271,-0.017597226,-0.598438108,0.22860338,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Hari / Harirud,Iran,2014,0.664611667,-0.717875824,-0.373855458,-1.092432385,0.949782985,0.906013561,1.396485174,0.613257578,1.043707718,1.431703845,0.337266613,-0.89308708,-0.616420334,-0.506618854,0.42331077,0.115330544,-1.029709031,-0.122035945,-0.877177886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aral Sea,Uzbekistan,1988,-0.988027075,1.2863453,0.037298628,1.400683563,0.462370531,0.21365832,0.11042801,0.45535867,-1.131588815,1.182081824,0.51841129,0.998365955,-1.482707772,-0.459966914,-1.349313898,-0.574557978,1.27748694,-0.149487176,-0.980292413,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
Salween,China,2007,1.541898667,-1.46884292,0.525326293,0.090343759,-0.321270106,1.298722141,0.652795439,-1.516824164,0.594009783,-1.565425089,-0.253199115,-0.217436049,0.281457482,-0.055185197,1.098137286,0.565141063,-0.966137052,-1.606147236,0.292337367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helmand,Iran,2014,0.664611667,-0.717875824,-0.373855458,-1.092432385,0.949782985,0.906013561,1.396485174,0.613257578,1.043707718,1.431703845,0.337266613,-0.89308708,-0.616420334,-0.506618854,0.42331077,0.115330544,-0.836430519,0.530119489,-2.056148368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,China,2006,1.433903632,-1.429692997,0.628058092,0.179571109,-0.299811532,1.235027525,0.568082397,-1.466680341,0.379875786,-1.77365846,-0.538046381,-0.196429737,0.276719151,-0.07549587,0.952768694,0.51771775,-0.332203982,-0.978141129,0.479647095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indus,India,2016,1.350051198,-0.012131017,-0.160657188,0.211175356,0.415448896,0.096416646,-0.489205915,0.414154787,0.609609503,-0.850710198,-0.243708816,-0.518276753,1.391429776,0.636056313,0.981350662,0.012692165,1.019181009,-0.442605211,0.320591754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,Lao People's Democratic Republic,2020,-0.733439339,-0.07198113,0.384233335,1.356519844,-0.946628297,0.21365832,-0.350120266,1.072061017,1.196164731,1.066553773,-0.23261696,1.28555978,-0.985355745,-0.617374928,0.087402561,2.000106485,-1.675854842,1.067931819,1.203624943,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kura-Araks,Iran,2004,0.275055864,-0.325396309,0.321569741,-0.887744287,0.889604075,1.989843989,1.064618398,0.613257578,0.208663495,-0.244670152,0.265681065,-0.768052251,-0.739244476,-1.026409529,0.353155292,0.251274595,0.772614561,-0.62669893,-0.382638325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,India,1985,0.368331896,0.832743506,0.390626606,0.539504639,0.181125246,-0.349433782,-1.288809663,0.907535762,-1.131588815,-0.341276235,-0.201349993,1.004790098,0.853797911,-0.161739627,-1.250292281,0.649129404,-0.112320711,1.080752783,1.013058586,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Mekong,Myanmar,2020,-0.103678585,-0.186344427,-0.648281996,0.371216092,-1.312160515,0.493290198,-0.964638696,0.21725587,1.112630628,0.403795785,0.184577717,0.829204586,-0.204278811,-0.448912562,-0.221548367,-0.649605732,-2.524108999,0.860815676,0.820474805,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Kura-Araks,Georgia,1995,-1.609529134,-2.273251057,-4.321096395,0.439592106,0.415255156,-3.030936128,-0.191478264,-1.491007043,-1.12355523,0.452843875,2.729171008,1.155226587,-0.20152131,1.477017677,-1.186422167,-0.255536367,-0.488194623,-0.926128567,0.207437779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Atrak,Turkmenistan ,2008,-0.726705459,0.443557743,-0.104717098,-0.310567291,-0.194429805,0.279143276,1.885737879,0.866988734,-0.46737824,1.516092032,-0.336162524,-1.766130788,-1.760917076,-1.879002408,-0.65222233,1.812389278,-2.064791259,0.234238293,-1.37844255,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,Nepal,1988,-1.492789957,0.695475629,1.925069145,0.388731566,-0.77938704,-0.846407913,-1.385010609,0.45535867,-1.131588815,1.801104482,0.001975812,1.137229805,0.214339942,-0.708836975,-0.744067471,0.726577836,0.625808698,-0.382835412,1.023061038,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0
Maritsa,Greece,2020,0.281943568,-1.431163675,-1.557809016,-1.421783816,1.664582459,-1.893391253,0.833421154,-0.544178694,1.370698462,0.396050918,-1.129810366,-0.703064754,-0.185554529,2.093615853,1.3626619,1.304828811,-2.232992122,-0.023160497,-0.024414647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Turkey,1992,0.202103297,-0.157508521,-0.044555944,0.288794867,0.58525343,-0.718378916,-0.032858242,-1.059770937,-1.131588815,-0.885188628,1.576562374,0.638091656,-0.26934757,0.981929957,-0.474842224,0.953292971,0.965176718,-0.831726875,0.179408058,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Maritsa,Bulgaria,2008,-0.267004148,-1.486188892,-1.819816999,-1.561393258,-0.00642229,0.904204829,1.288934022,-2.159297086,1.047410709,-0.671217092,0.16406899,-0.691070124,-0.345187592,1.03968578,0.720145094,1.610776974,-1.029709031,-0.410156666,-0.182970487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indus,China,1991,0.58588472,-0.256031654,1.210589958,1.026983145,-0.943277464,0.738289319,-0.290968793,-0.461568505,-1.131588815,1.952640346,-0.351493165,-0.045491537,0.159070724,-0.2526427,-1.087994491,0.239820508,-1.129260712,-1.982724512,-1.438720175,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
Jordan,Syrian,2007,-0.398101798,2.807379122,2.610375357,-0.983197309,0.569122239,0.283604031,0.179559805,0.112888997,0.426153444,0.333507691,-0.322634037,-0.560680332,0.091964662,-0.259714276,0.133082379,0.758164379,-1.029709031,0.209254218,-0.665950159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Egypt,2010,0.341416908,0.795010758,-0.505171217,-0.53030844,0.629655644,-1.180330479,-0.134988019,-0.045610269,0.745592351,1.067503339,0.114859929,-0.622869086,-0.118738872,-0.382346098,0.554096658,0.08718312,-1.961283037,0.750834914,-2.292554721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnaphuli,India,2001,0.6855676,0.540846205,0.061843177,0.984767645,0.425501834,0.064735899,-1.043222415,0.518956552,-0.791693878,-1.071090223,-0.333044382,-0.327752309,1.174515975,0.24851098,-1.174999146,1.254332527,-0.674823695,0.985179712,1.624369617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Amur,China,2003,1.21821651,-1.302269071,0.881741697,0.501649942,-0.260162738,1.203719369,0.199087731,-1.378839487,0.113815153,-1.515734782,-0.602645464,-0.214404812,0.260943077,-0.156445444,0.748044455,0.487291256,-0.751813008,-1.427363408,-0.058732593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnaphuli,India,2008,1.074576232,0.203698413,-0.066660576,0.683312842,0.426080527,1.083410618,-0.802629459,0.433846513,-0.057162405,-2.163206934,-0.032057958,-0.255186102,1.286068208,0.412649923,0.901948126,-0.166640124,-1.029709031,1.000477977,1.533050409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Syria,2013,-0.680964316,-1.976074969,-5.989275578,-1.167891806,1.490100085,0.21365832,-0.623328615,0.112888997,0.842273652,0.587229615,1.004168574,-0.37250111,0.124901198,0.779420494,-0.656382658,-2.054418259,-0.495814896,0.602367813,-1.035577599,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Syria,1990,-0.926416518,1.311070078,0.617996667,1.377512511,0.465108301,0.21365832,-0.143662564,1.458760189,-1.131588815,0.179009879,0.437486627,0.155145528,-0.351901457,-1.179252177,-1.280000343,-0.262115769,-0.974894438,0.517845442,-1.29766459,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0
Indus,Nepal,2014,-0.653359929,-0.447560093,-0.212466423,1.309716178,0.939901185,0.193731184,-0.934793844,1.369056435,0.574619567,0.950831033,-0.031242922,1.699876947,0.574145478,0.177225802,-0.051564272,0.295993013,0.626422534,-2.15130457,-0.823543084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hari / Harirud,Afghanistan,1984,0.984651863,0.650614977,2.017660377,-0.171103815,0.595853309,-0.837670526,0.276937382,-0.045861045,-1.131588815,-0.917566898,0.497921517,-0.076766583,-1.462606111,-0.519778025,0.751636142,-0.041466156,-1.385068813,-0.803051966,-0.918181934,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0
Indus,China,2010,1.770679823,-1.620129726,0.364516129,-0.112816938,-0.27329564,2.002233442,0.870430713,-1.536584182,0.975755012,-1.262175634,-0.384391387,-0.103306309,0.295010819,0.065857926,1.015351787,0.377127989,-0.380325754,-1.920191049,-0.838416264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Jordan,2008,-0.654785531,-3.571161769,0.798085051,-1.749079255,1.248662114,0.799656057,0.094313494,-1.561145818,0.777124104,0.81835078,0.233490119,-1.625594783,-0.226078347,2.389708337,1.167996127,0.721118567,-1.029709031,0.447047043,-1.395928985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Syrian,2013,-0.680964316,-1.976074969,-5.989275578,-1.167891806,1.490100085,0.469699945,-0.623328615,0.112888997,0.842273652,0.587229615,1.004168574,-0.37250111,0.124901198,0.779420494,-0.656382658,-2.054418259,-0.343773942,0.207364843,-0.311000838,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Maritsa,Bulgaria,1989,-0.668114896,-1.644556425,-2.089297917,1.429392126,0.485517245,0.447722272,1.615355791,-2.15061576,-1.131588815,-0.073831625,-0.147011484,1.023804725,-0.21492168,-0.030116956,-1.488470061,-1.741495599,-1.023188828,-0.499393835,-0.098611018,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0
Helmand,Afghanistan,1994,0.812990925,4.530746484,3.853696892,1.433738751,0.457886193,-0.058590591,0.313774598,1.459461052,0.828759573,0.200174031,-0.034080883,-0.537354382,-1.178360194,-0.500640705,1.004623032,-0.193965483,0.26570575,0.097217751,-1.083020937,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0
Han,North Korea,2021,0.750138832,-0.553529351,-1.187946218,0.429712542,-0.722754124,-0.667300584,-0.500790057,-0.815769455,1.206335751,-0.822982086,-0.386499007,1.14015028,0.687162013,-0.112193161,-0.856706395,0.593111984,1.197967939,-0.677719779,0.75158479,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Syria,1991,-0.902651493,1.256922447,0.560335643,-0.533375594,0.244563957,0.426802333,-0.077837467,1.473834791,-1.131588815,-0.001843617,0.002870597,0.100453725,-0.324965445,-1.328273359,-1.33530797,-0.702016911,-0.760021234,0.47235456,-0.901718289,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0
Jordan,Israel,2021,0.689990354,-0.062896318,-0.565281372,-1.892199523,-0.200275614,-0.416723399,1.182409397,-1.926812995,1.438125568,-0.156272509,-0.552083426,-1.773663304,1.349013095,0.419328015,2.30923724,-0.181783558,-1.029709031,0.822107696,-1.320316637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Jordan,1995,-1.196844494,0.808100248,1.268867084,-1.704084364,1.502927758,0.430231393,-0.0410653,-1.086149334,-1.115889919,1.199692388,-0.461999292,-1.663857517,-0.555030489,-0.170522028,-1.332973029,-0.688093125,0.212389643,0.367114114,-1.989979939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Indus,India,2010,1.21821651,0.207661762,-0.066345724,0.598614799,0.425308906,1.24650381,-0.683720052,0.414154787,0.209336205,-1.641825358,0.148022969,-0.320260713,1.314628384,0.455882427,0.948155606,-0.368792821,-0.836602781,-0.543341647,0.386782995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Syria,2018,-0.678135088,-0.130797705,0.235597095,-1.130753787,1.358134089,0.469699945,-0.628600257,0.112888997,0.968525999,0.6152552,-0.628028147,-1.083698897,0.034517976,1.37629281,-0.987717568,-2.120866346,-2.029527205,0.734977653,-0.643408031,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Helmand,Iran,2011,0.797544265,-0.795160248,-0.395921654,-1.064465787,1.219223836,0.795603765,1.294003326,0.613257578,0.680976614,0.530177797,0.654369575,-0.895624611,-0.648854177,-0.83577296,0.407393526,-0.541520758,-1.717553149,0.639583701,-1.889658561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnaphuli,India,2017,1.41205985,-0.043149011,-0.164071953,0.163762141,0.418740078,0.193262748,-0.446374566,0.414154787,0.659244624,-0.967351083,-0.370999111,-0.5336959,1.402958193,0.637443962,0.95869535,0.236528776,0.638252046,1.038784913,1.993092945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Han,North Korea,1997,0.768977944,0.07909369,-1.009715355,0.898458726,-0.831478796,-0.585631336,-0.196184908,-0.457579268,-1.131588815,-0.192126236,0.592435067,0.996672952,0.568801958,-0.098739226,0.832321391,-0.109646576,-0.665180072,-0.811586484,0.733688504,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0
Mekong,Lao People's Democratic Republic,2020,-0.733439339,-0.07198113,0.384233335,1.356519844,-0.946628297,0.21365832,-0.350120266,1.072061017,1.196164731,1.066553773,-0.23261696,1.28555978,-0.985355745,-0.617374928,0.087402561,2.000106485,-1.675854842,1.067931819,1.203624943,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,Thailand,2006,0.34732781,-1.072507561,0.925324686,0.218754474,-1.43469527,-0.281769655,0.59993196,-0.813323572,0.630655279,-1.503498716,-0.266352166,-0.814338989,0.21404371,0.887184343,1.379420492,-0.191258282,0.787710364,1.429295763,1.048522402,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mekong,Thailand,2022,0.695237914,-1.256466804,-0.805643029,-0.423912215,-1.580562008,-0.180460566,0.84476158,0.347062717,1.426191681,-0.74895731,-1.257619138,-1.049598071,0.281689432,1.157357623,1.055095636,0.693938615,1.534220265,1.361230147,1.120645119,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Atrak,Iran,1990,0.097139414,0.640425396,0.749201386,1.297245709,0.244230642,0.437287949,0.291140948,1.454621667,-1.131588815,0.755459401,-0.072529467,-0.473413638,-0.890065634,-1.665514393,-1.313912358,-0.911452677,-0.911881489,-0.278119765,-0.846084043,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
Ganges Brahmaputra Meghna,Nepal,1999,-1.327248346,0.388376814,2.087931781,1.710323378,0.934237682,-1.062791913,-1.293512003,-0.446911772,-1.038163366,0.719652193,-0.082737026,1.645657914,0.449479009,0.059552497,-1.023271306,0.808949393,0.709597415,-0.377180544,1.121601934,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Atrak,Turkmenistan ,2023,-0.219960078,0.077612387,0.069997636,-0.829073494,-0.390081261,0.469699945,0.11042801,1.460530255,-1.131588815,0.893648345,0.159451921,1.07970601,-0.600104036,-0.336413676,-0.43414853,1.032605111,-2.251106061,0.42495397,-1.245450136,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Helmand,Pakistan,2015,0.477947877,0.278711423,-0.437757129,0.100749262,-0.544431106,-1.621818032,-0.918109716,0.827517116,0.403537701,0.262593505,-0.444485062,0.407864074,0.931348861,0.426051926,0.120653634,-1.803033401,-0.971394539,0.538318754,-1.633769924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Egypt,2002,-0.070859608,0.836472778,-0.291778747,-0.567747939,0.842723113,-1.359981873,-0.468156705,-0.00959682,-0.279807573,1.755186368,-0.424477123,-0.23627502,-0.255257525,-0.423001824,0.414780203,0.668911995,0.212389643,0.495995303,-2.29675373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salween,China,2001,1.128061586,-1.061464402,0.869903392,0.546277641,-0.47520184,0.736627973,-0.020588652,-1.299526279,-0.293144794,-1.472359261,-0.66017642,-0.03368003,0.249237886,-0.199685758,-1.125730893,1.049840601,1.812447462,-1.66347838,0.431116717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Mekong,Myanmar,2010,-0.308863108,-0.076580817,-0.798284162,0.738701623,-1.701682946,0.21365832,-1.451008363,0.21725587,-0.980136963,-0.580812559,-0.067333829,1.292480673,-0.272816051,-0.825252578,-0.904321644,-0.378335425,-2.013037149,0.867040751,1.01979666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,China,2009,1.696432333,-1.566650602,0.416510905,-0.043471336,-0.223821231,1.861766972,0.753001542,-1.497141127,0.891079039,-1.169790973,-0.96734219,-0.130606181,0.29062401,0.032733986,1.016911643,0.623731736,-0.325642947,-1.732564516,-0.57568525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helmand,Iran,2012,0.80768145,-0.769746973,-0.406941297,-1.020070329,1.188464022,0.835581875,1.332380459,0.613257578,0.770538309,-0.50476224,0.681942534,-0.908830872,-0.63846387,-0.59230367,0.307667187,-0.423982827,-0.975704741,0.522396991,-1.752549173,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Atrak,Turkmenistan ,2013,-0.412155075,0.529646142,0.184136076,-0.517584369,-0.42268114,0.416873998,1.796861667,0.866988734,0.334328981,1.128597364,-0.223299176,-1.767650879,-1.685986028,-2.062779924,-0.356216528,1.46570075,-1.019358209,0.294651624,-0.947544896,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Iraq,2007,-0.052261648,-0.928009724,-2.12783803,-1.298729509,0.60988039,-2.395791657,-0.03577159,-0.256187775,-0.693411946,1.031588281,-6.691129556,-0.098930826,-0.397156617,-2.648688929,-0.833054018,-2.16242533,-0.520800325,0.98815956,-1.195198149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kura-Araks,Armenia,2007,-1.056232783,-0.569565707,-2.176915714,0.65927746,0.904620044,1.792777907,-0.023698776,-1.348335102,0.099126717,0.888368326,-0.283604231,0.416869703,0.055366212,1.57706616,0.486445262,1.347744708,1.300704672,-1.117917934,0.249651033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asi/ Orontes,Syrian,1997,-0.853170547,0.751331706,0.424875883,-0.544181527,0.358395887,0.416873998,-0.048709895,0.263420592,-1.109638767,-1.040542298,-0.51125431,-0.294047127,-0.176250624,-1.416173615,-1.515589733,-1.737473199,0.17357406,0.078035986,-0.230275878,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
Mekong,Viet Nam,1998,-0.573621048,0.176487851,0.321791629,1.277723324,-0.973284204,-0.037916095,-1.173361357,0.77843388,-1.122676396,-1.112950055,-0.09356469,0.908778062,0.743655856,-0.521045771,0.441285918,1.54968347,-1.064742583,0.874205274,1.209067908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Israel,2022,0.719730009,0.0804602,-0.385207182,-1.892977787,-0.505968769,-0.249406103,1.214918636,0.279509878,1.44623663,-0.16728406,-0.283405547,-1.773663304,0.582957206,0.351727064,2.292831897,-0.309905782,0.423810694,0.736396052,-1.340324637,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Atrak,Iran,2013,0.69870081,-0.727703591,-0.388799872,-1.082477256,0.93644161,0.66739896,1.340563827,0.613257578,0.909607078,1.705168947,0.92438042,-0.842708091,-0.627599346,-0.561374457,0.142453562,-0.334798324,-0.980614222,-0.166787121,-0.665822787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kura-Araks,Iran,1989,0.07930617,0.653277615,0.761969451,0.976992775,0.581492887,-0.75598558,0.271215463,1.454090431,-1.131588815,-0.551070458,0.534994013,0.395384777,-0.913536105,-0.890130297,-0.626794374,0.096544932,-0.539912389,-0.666363231,-0.705700343,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0
Tigris-Euphrates/ Shatt al Arab,Jordan,2022,-0.315818205,-0.789567705,-0.474262818,-1.767984693,1.930864529,0.469699945,-0.262669065,0.164482389,1.439147849,1.252609995,-0.297267734,-1.742565221,0.189298571,2.242416216,1.1295237,0.884836505,-1.029709031,0.626116106,-1.4373762,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Jordan,Israel,2022,0.719730009,0.0804602,-0.385207182,-1.892977787,-0.505968769,-0.249406103,1.214918636,0.279509878,1.44623663,-0.16728406,-0.283405547,-1.773663304,0.582957206,0.351727064,2.292831897,-0.309905782,0.423810694,0.736396052,-1.340324637,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Aral Sea,Turkmenistan,1991,-1.530463166,1.2116646,-0.226611583,0.001614823,-1.347578692,1.961599962,1.788798158,1.47192865,-1.131588815,1.635224701,0.341040959,-1.76569026,-1.47957845,-3.191167823,-1.420294588,-1.435402203,0.421476253,0.237621895,-1.118814979,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0
Fenney,Bangladesh,1995,-0.426558654,0.4641496,0.552905937,1.209727923,-0.917059118,-1.225946841,-2.343206838,-0.319708826,-1.131588815,0.88685453,0.068685653,-1.075811781,2.139160672,-0.547829591,-1.010033542,0.796007983,-1.220801135,1.283279086,1.686083888,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
Tigris-Euphrates/ Shatt al Arab,Syria,1990,-0.926416518,1.311070078,0.617996667,1.377512511,0.465108301,0.21365832,-0.143662564,1.458760189,-1.131588815,0.179009879,0.437486627,0.155145528,-0.351901457,-1.179252177,-1.280000343,-0.262115769,-0.974894438,0.517845442,-1.29766459,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0
